COD,PRODUS,COMANDA F,TR CI,Cinema,VZ CI,TR CR,Crisan,VZ CR,DEPOZIT,EXP,TR GA,Gara,VZ GA,TR PR,Progresu,VZ PR,TR ST,Steaua,VZ ST,TR ZA,Zahana,VZ ZA,TOTAL,VZ 1,VZ 6
024173,FANTA 500ML MANGO ZERO ZAHAR SGR+0.50 RON GARANTIE PET,,,0,0,,0,0,87,,,0,0,,4,0,,0,0,,0,0,91,0,
024174,FANTA 500ML PORTOCALE SGR+0.50 RON GARANTIE PET,,,17,3,,21,2,99,,,28,3,,7,1,,12,1,,13,6,197,16,
024175,SCHWEPPES 0.5L MANDARIN SGR+0.50 RON GARANTIE PET,,,14,5,,11,0,180,,,32,6,,8,1,,7,5,,12,3,264,20,
024176,FANTA 2L PORTOCALE ZERO ZAHAR SGR +0.50 RON GARANTIE PET,,,3,0,,0,0,0,,,0,0,,0,0,,1,0,,0,0,4,0,
024177,FANTA 2L PORTOCALE SGR +0.50 RON GARANTIE PET,,,16,10,,9,18,0,,,14,4,,4,6,,10,13,,5,13,58,64,
024178,FUZE TEA  500ML PIERSICI&HIBISCUS SGR+0.50 RON GARANTIE PET,,,15,4,,17,0,120,,,13,0,,5,2,,19,0,,12,0,201,6,
024179,DORNA APA 750ML PLATA IZVORUL ALB SPORTSGR+0.50 RON GARANTIE PET,,,15,2,,28,0,198,,,35,5,,6,0,,9,0,,9,2,300,9,
024180,FUZE TEA 1.5L LAMAIE&CITRONELA SGR +0.50 RON GARANTIE PET,,,3,1,,11,0,6,,,8,2,,7,2,,5,0,,7,0,47,5,
024181,COCA COLA 1.25L SGR+0.50 RON GARANTIE PET,,,14,12,,31,13,53,,,36,26,,9,3,,14,6,,15,10,172,70,
024182,FUZE TEA 1.5L PIERSICA SGR +0.50 RON GARANTIE PET,,,2,1,,13,2,0,,,9,1,,5,3,,7,0,,5,1,41,8,
024183,COCA COLA 1.25L ZERO SGR+0.50 RON GARANTIE PET,,,3,5,,9,1,60,,,10,10,,1,1,,4,2,,4,0,91,19,
024184,SCHWEPPES 1.5L MANDARIN SGR +0.50 RON GARANTIE PET,,,7,5,,17,9,0,,,10,12,,9,7,,10,8,,12,2,65,43,
024185,FANTA 1.25L PORTOCALE SGR+0.50 RON GARANTIE PET,,,10,4,,26,15,108,,,16,10,,7,4,,12,4,,12,3,191,40,
024186,SCHWEPPES 1.5L BITTER LEMON SGR +0.50 RON GARANTIE PET,,,2,2,,5,9,0,,,7,10,,3,3,,7,4,,7,2,31,30,
024187,CAPPY TASTY LEMON 1.25L SGR+0.50 RON GARANTIE PET,,,7,2,,11,0,18,,,5,1,,4,0,,6,0,,6,1,57,4,
024188,FUZE TEA 1.5L FRUCTE DE PADURE SGR +0.50 RON GARANTIE PET,,,8,0,,14,1,0,,,10,2,,0,2,,4,2,,9,1,45,8,
024189,SPRITE 1.25L SGR+0.50 RON GARANTIE PET,,,0,3,,4,2,1,,,-1,2,,0,0,,6,1,,3,1,13,9,
024194,FRUTTI FRESH 500ML PERE SGR+0.50 RON GARANTIE PET,,,12,0,,9,0,30,,,11,0,,8,1,,5,0,,11,0,86,1,
024200,GIUSTO NATURA 2L PIERSICIS SGR+0.50 RON GARANTIE PET,,,5,0,,4,1,4,,,3,1,,4,2,,4,1,,2,0,26,5,
024201,GIUSTO NATURA 2L CAPSUNI-BANANE SGR+0.50 RON GARANTIE PET,,,6,3,,4,0,0,,,4,0,,0,0,,5,0,,3,0,22,3,
024202,GIUSTO NATURA 2L PORTOCALE SGR+0.50 RON GARANTIE PET,,,4,0,,9,1,0,,,4,0,,5,1,,6,2,,4,0,32,4,
024203,TYMBARK COOL 2L BANANE SI CAPSUNI SGR+0.50 RON GARANTIE PET,,,7,3,,3,0,0,,,0,1,,0,0,,2,1,,7,1,19,6,
024204,TYMBARK COOL 2L PIERSICI SGR+0.50 RON GARANTIE PET,,,8,9,,4,1,0,,,9,1,,7,1,,6,4,,10,1,44,17,
024205,TYMBARK COOL 2L PORTOCALA SGR+0.50 RON GARANTIE PET,,,9,3,,14,1,0,,,6,3,,7,5,,11,3,,7,1,54,16,
024206,TYMBARK COOL 2L RODIE SI ALOE VERA SGR+0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024207,TYMBARK COOL 2L ANANAS SGR+0.50 RON GARANTIE PET,,,0,6,,12,1,0,,,6,3,,0,0,,5,4,,1,3,24,17,
024208,TYMBARK COOL 2L VISINE SGR+0.50 RON GARANTIE PET,,,5,6,,10,3,1,,,2,3,,6,0,,5,0,,7,0,36,12,
024209,ZIZIN APA 2L PLATA SGR+0.50 RON GARANTIE PET,,,0,0,,2,0,41,,,8,0,,7,1,,1,0,,0,0,59,1,
024210,PREMIAT ETICHETA NEAGRA 0.75L ROSU D.S SGR+0.5 RON GARANTIE STICLA,,,0,0,,0,0,0,,,0,0,,0,0,,2,1,,0,0,2,1,
024211,PREMIAT ETICHETA NEAGRA 0.75L ALB D.S SGR+0.5 RON GARANTIE STICLA,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024215,PEPSI COLA 1.25L SGR+0.50 RON GARANTIE PET,,,12,6,,31,4,131,,,17,9,,11,1,,15,6,,18,2,235,28,
024242,ALEXANDRION 5* 200ML SGR + 0.5 RON GARANTIE STICLA,,,18,1,,14,4,211,,,20,3,,11,0,,4,4,,10,1,288,13,
024245,BERE NEUMARKT 1L SGR +0.50 RON GARANTIE PET,,,101,59,,143,31,921,,,80,90,,64,81,,30,24,,79,84,1418,369,
024246,BERE BIRRA MORETTI DOZA L AUTENTICA 0.5L SGR+0.5 RON GARANTIE DOZA,,,6,6,,3,0,3,,,2,5,,0,0,,9,5,,6,0,29,16,
024247,BERE BIRRA MORETTI 0.33L STICLA SGR+0.50 RON GARANTIE STICLA,,,23,4,,30,0,480,,,70,8,,0,0,,16,2,,53,0,672,14,
024248,IZVOARELE CALIMANI APA PLATA 0.5L,,,1,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,1,0,
024251,PERLA HARGHITEI APA 0.5L PLATA SGR+0.50 RON GARANTIE PET,,,9,7,,19,0,-6,,,11,5,,0,0,,6,0,,13,0,52,12,
024252,BERE NEUMARKT 0.5L SGR+0.50 RON GARANTIE PET,,,104,76,,231,83,1508,,,141,72,,97,157,,54,19,,165,124,2300,531,
024253,BERE GOLDEN BRAU 2.5L 6/BAX SGR +0.50 RON GARANTIE PET,,,4,0,,0,3,16,,,0,4,,0,0,,0,0,,0,0,20,7,
024254,BABANU 2L ALB DD SGR +0.50 RON GARANTIE PET,,,1,1,,0,3,0,,,2,5,,0,0,,5,0,,1,1,9,10,
024270,MERLIN S LEMONADE NO1 0.6L LEMON SGR +0.50 RON GARANTIE PET,,,4,0,,2,1,0,,,10,0,,0,0,,5,1,,2,0,23,2,
024271,MERLIN S LEMONADE NO2 0.6L LIME&MENTA SGR +0.50 RON GARANTIE PET,,,9,0,,5,1,0,,,5,0,,0,0,,0,0,,5,0,24,1,
024272,VITAMIN AQUA B+ 0.6L APPLE&RASPERRY SGR +0.50 RON GARANTIE PET,,,7,0,,12,2,42,,,6,0,,0,0,,7,0,,8,0,82,2,
024273,VITAMIN AQUA C+ 0.6L PINEAAPPEL&PASSIONFRUIT SGR +0.50 RON GARANTIE PET,,,4,1,,4,2,0,,,5,0,,0,0,,4,0,,5,0,22,3,
024274,VITAMIN AQUA MG+ 0.6L PEAR&BLUEBERRY SGR +0.50 RON GARANTIE PET,,,2,0,,0,0,0,,,10,0,,0,0,,5,0,,2,1,19,1,
024275,VITAMIN AQUA  MG ZERO 0.6L ACAI& COACAZE NEGRE SGR +0.50 RON GARANTIE PET,,,2,0,,2,0,0,,,6,0,,0,0,,6,0,,2,0,18,0,
024280,MIRINDA 330ML ORANGE SGR+0.5 RON GARANTIE DOZA,,,10,1,,13,0,32,,,11,0,,5,0,,6,0,,8,0,85,1,
024281,PEPSI COLA 330ML MAX SGR+0.5 RON GARANTIE DOZA,,,0,12,,8,1,0,,,6,1,,5,1,,1,4,,3,1,23,20,
024282,PEPSI COLA 0.25L STICLA VINTAGE SGR+0.50 RON GARANTIE STICLA,,,0,0,,-2,0,0,,,4,0,,0,0,,-1,0,,-2,0,-1,0,
024283,LIPTON ICE TEA GREEN 500ML SGR+0.5 RON GARANTIE PET,,,7,0,,11,2,19,,,8,0,,0,0,,6,0,,4,0,55,2,
024284,PRIGAT 500ML LIMONADA SGR+0.50 RON GARANTIE PET,,,4,1,,16,1,18,,,25,2,,7,0,,9,0,,17,0,96,4,
024285,PRIGAT 500ML PORTOCALE SGR+0.50 RON GARANTIE PET,,,7,0,,31,1,60,,,14,0,,6,0,,17,0,,8,0,143,1,
024286,LIPTON ICE TEA 1.5L GREEN SGR+0.50 RON GARANTIE PET,,,9,0,,11,0,12,,,7,1,,0,0,,2,1,,3,0,44,2,
024287,LIPTON ICE TEA 1.5L LEMON SGR+0.50 RON GARANTIE PET,,,4,0,,6,1,97,,,8,0,,5,1,,4,0,,5,0,129,2,
024288,LIPTON ICE TEA 1.5L PIERSICA SGR+0.50 RON GARANTIE PET,,,9,0,,9,2,12,,,11,1,,7,0,,5,1,,8,0,61,4,
024289,LIPTON ICE TEA 1.5L ZMEURA SGR+0.50 RON GARANTIE PET,,,4,0,,13,0,30,,,12,1,,0,0,,5,0,,3,0,67,1,
024290,PRIGAT 1.75L PIERSICA SGR+0.50 RON GARANTIE PET,,,3,1,,7,3,48,,,8,4,,6,0,,3,3,,4,1,79,12,
024291,FIGO SUC MULTIVITAMINE 0.3L  SGR+0.50 RON GARANTIE PET,,,12,0,,13,1,9,,,6,0,,0,0,,7,2,,8,0,55,3,
024292,MIRINDA ORANGE 2L SGR+0.5 RON GARANTIE PET,,,4,0,,1,8,-2,,,8,2,,7,0,,0,6,,0,0,18,16,
024293,FIGO SUC PORTOCALA-MANDARINA 0.3L SGR+0.50 RON GARANTIE PET,,,4,0,,11,0,0,,,10,0,,0,0,,12,0,,8,0,45,0,
024294,PEPSI COLA 2L TWIST SGR+0.50 RON GARANTIE PET,,,9,1,,7,7,-6,,,5,2,,0,4,,4,3,,10,8,29,25,
024295,MIRINDA 2.5L PORTOCALE SGR+0.50 RON GARANTIE PET,,,1,1,,6,0,0,,,5,1,,4,1,,6,1,,6,3,28,7,
024296,NESTEA 500ML MANGO SI ANANAS SGR+0.50 RON GARANTIE PET,,,9,2,,4,1,24,,,8,1,,0,0,,4,0,,14,1,63,5,
024297,BUCOVINA APA 1L PLATA SGR+0.50 RON GARANTIE PET,,,19,0,,32,8,84,,,13,0,,0,0,,10,2,,28,2,186,12,
024298,TEDI PLAY 0.4L MORCOV LAMAIE VERDE-MERE-CAPSUNI SGR+0.50 RON GARANTIE PET,,,8,4,,3,0,0,,,5,1,,0,0,,6,0,,6,1,28,6,
024299,TEDI PLAY 0.4L MORCOV LAMAIE VERDE-MERE-PORTOCALE ROSII SGR+0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,1,0,,2,0,3,0,
024300,TEDI SUC 0.3L MORCOV-MAR-PIERSICA SGR+0.50 RON GARANTIE STICLA,,,6,0,,9,0,48,,,6,1,,0,0,,3,0,,14,2,86,3,
024301,TEDI SUC 0.3L MORCOV-MAR-ZMEURA MIERE SGR+0.50 RON GARANTIE STICLA,,,10,0,,6,1,12,,,10,0,,0,0,,8,0,,12,1,58,2,
024302,ZUBROWKA BIALA 0.2L 37.5% SGR+0.50 RON GARANTIE STICLA,,,3,1,,9,0,0,,,4,1,,1,2,,3,0,,0,2,20,6,
024307,BERE TUBORG 0.5L DOZA 0% ALCOOL SGR+0.50 RON GARANTIE DOZA,,,9,0,,0,3,1,,,-2,2,,0,5,,8,0,,11,1,27,11,
024308,GRANINI 1.5L CAPSUNI BANANE SGR+0.50 RON GARANTIE PET,,,2,0,,8,3,0,,,2,4,,0,0,,4,0,,0,0,16,7,
024309,GRANINI 1.5L PIERSICI SGR+0.50 RON GARANTIE PET,,,5,1,,0,9,1,,,2,1,,0,0,,0,1,,8,2,16,14,
024310,GRANINI 1.5L VISINE SGR+0.50 RON GARANTIE PET,,,6,0,,13,2,2,,,6,0,,0,0,,4,0,,5,0,36,2,
024311,GRANINI 1.5L PORTOCALE SGR+0.50 RON GARANTIE PET,,,5,0,,8,3,9,,,5,1,,0,0,,3,1,,5,3,35,8,
024312,BERE SKOL 2.5L SGR+0.50 RON GARANTIE PET,,,1,0,,0,5,20,,,0,0,,0,0,,0,0,,0,0,21,5,
024324,ABSOLUT VODKA 0.05L 40%,,,9,1,,4,0,0,,,9,0,,0,0,,5,2,,6,0,33,3,
024325,KRESKOVA 100ML 28% SGR + 0.5 RON GARANTIE STICLA,,,6,0,,5,1,19,,,9,0,,9,1,,10,0,,7,0,65,2,
024326,ANGELLI LICHIOR 0.2L CHERRY 14% SGR + 0.5 RON GARANTIE STICLA,,,3,0,,5,0,0,,,5,0,,0,0,,5,0,,2,1,20,1,
024327,SANGE DE TAUR 750ML ROSU DULCE SGR + 0.5 RON GARANTIE STICLA,,,4,2,,4,1,7,,,5,1,,0,0,,3,0,,4,2,27,6,
024330,BURN ENERGY DRINK ORIGINAL 250ML SGR+0.50 RON GARANTIE DOZA,,,2,5,,7,0,0,,,10,1,,1,4,,7,0,,10,0,37,10,
024331,MONSTER ENERGY 500ML JUICED MANGO SGR + 0.50 RON GARANTIE DOZA,,,5,0,,6,0,0,,,0,0,,0,0,,5,0,,5,0,21,0,
024332,DORNA IZVORUL ALB APA 500ML PLATA SGR +0.50 RON GARANTIE PET,,,33,8,,20,12,1034,,,38,14,,14,1,,8,0,,18,3,1165,38,
024333,DORNA IZVORUL ALB APA 2L PLATA SGR + 0.50 RON GARANTIE PET,,,19,3,,10,1,174,,,39,2,,7,1,,7,1,,5,5,261,13,
024334,BERE CIUCAS 2.5L SGR+0.50 RON GARANTIE PET,,,17,9,,42,16,63,,,30,17,,8,40,,13,21,,10,6,183,109,
024336,BERE TIMISOREANA DOZA 500ML F.A SGR + 0.50 RON GARANTIE DOZA,,,45,2,,14,3,0,,,15,7,,0,0,,9,0,,14,0,97,12,
024337,BERE CIUCAS 1L  SGR + 0.50 RON GARANTIE PET,,,21,1,,20,11,42,,,29,6,,16,21,,20,3,,21,7,169,49,
024338,BERE URSUS 0.5L DOZA FARA ALCOOL SGR + 0.50 RON GARANTIE DOZA,,,8,0,,14,0,12,,,28,9,,0,0,,14,0,,13,0,89,9,
024339,BERE URSUS 0.5L DOZA SGR + 0.50 RON GARANTIE DOZA,,,0,0,,16,18,53,,,0,0,,0,0,,15,10,,18,0,102,28,
024343,BERE CARAIMAN 0.5L DOZA SGR+0.50 RON GARANTIE DOZA,,,20,6,,61,6,194,,,24,17,,9,1,,27,0,,22,3,357,33,
024344,BERE CARAIMAN 0.33L STICLA SGR+0.50 RON GARANTIE STICLA,,,51,0,,39,0,96,,,66,12,,0,0,,43,0,,38,0,333,12,
024345,BERE CARAIMAN 2.5L PET SGR+0.50 RON GARANTIE PET,,,8,7,,10,1,10,,,11,7,,9,6,,3,2,,9,0,60,23,
024356,AQUA VIA APA DE IZVOR ALCALINA 0.500ML SGR+0.50 RON GARANTIE PET,,,14,3,,10,1,0,,,9,4,,0,0,,7,0,,4,1,44,9,
024363,RECAS SCHWABEN WEIN 750ML ROZE DD SGR +0.50 RON GARANTIE STICLA,,,6,4,,4,0,6,,,6,0,,0,0,,5,0,,4,1,31,5,
024364,BABANU 2L ALB DS SGR +0.50 RON GARANTIE PET,,,6,0,,3,7,48,,,6,0,,0,0,,0,0,,1,5,64,12,
024374,BERE TUBORG 0.33ML 0% ALCOOL SGR+0.50 RON GARANTIE STICLA,,,10,0,,0,0,1,,,0,0,,0,0,,9,0,,10,0,30,0,
024375,BERE HOLSTEN 0.5L SGR+0.50 RON GARANTIE PET,,,11,1,,0,3,183,,,0,0,,0,0,,0,2,,1,6,195,12,
024382,ALCALIA  APA NATURALA ALCALINA 0.75L PLATA SGR+ 0.50 RON GARANTIE PET,,,5,3,,0,0,0,,,0,0,,1,0,,4,0,,4,2,14,5,
024383,ALCALIA  APA NATURALA ALCALINA 1L PLATA SGR+ 0.50 RON GARANTIE PET,,,13,3,,34,1,84,,,12,1,,3,0,,5,0,,7,0,158,5,
024384,BUCOVINA APA FRUCTATA CU VISINE 1.5L SGR+0.50 RON GARANTIE PET,,,6,0,,19,0,43,,,8,1,,3,0,,5,0,,6,1,90,2,
024385,BUCOVINA APA FRUCTATA CU LAMAIE 0.5L SGR+0.50 RON GARANTIE PET,,,12,0,,11,1,24,,,10,3,,0,0,,9,2,,4,1,70,7,
024386,GIUSTO 2.5L ORANGE SGR+0.50 RON GARANTIE PET,,,8,0,,5,0,40,,,8,0,,8,2,,3,1,,7,0,79,3,
024387,GIUSTO 2.5L LIMONADA SGR+0.50 RON GARANTIE PET,,,8,2,,6,3,0,,,10,1,,6,2,,7,2,,7,2,44,12,
024391,CAVA D ORO 200ML SGR + 0.5 RON GARANTIE STICLA,,,37,10,,20,9,1766,,,30,18,,15,8,,9,4,,36,3,1913,52,
024392,AQUA CARPATICA 0.33 DOZA LIME&MINT SGR+0.50RON GARANTIE DOZA,,,6,1,,6,2,28,,,8,3,,0,0,,6,0,,9,0,63,6,
024393,7UP 330ML LEMON LIME DOZA ZERO ZAHAR SGR+0.50 RON GARANTIE DOZA,,,13,0,,6,8,42,,,18,1,,0,0,,11,1,,15,0,105,10,
024394,AQUA CARPATICA APA 1.5L MINERALA FORTE SGR+ 0.50 RON GARANTIE PET,,,6,1,,7,8,0,,,1,12,,5,1,,8,0,,6,0,33,22,
024396,SCHWEPPES 0.33L DOZA BITTER LEMON SGR+0.50 RON GARANTIE DOZA,,,0,0,,5,1,2,,,0,0,,0,0,,5,0,,5,0,17,1,
024397,COCA COLA 330ML DOZA BRATARA VERII SGR + 0.50 RON GARANTIE DOZA,,,25,7,,47,10,974,,,41,9,,13,0,,24,3,,51,12,1175,41,
024398,FANTA 330ML MADNESS SGR + 0.50 RON GARANTIE DOZA,,,12,2,,16,2,156,,,26,1,,7,0,,7,2,,23,0,247,7,
024399,SPRITE 330ML SGR +0.50 RON GARANTIE DOZA,,,12,0,,12,0,160,,,33,2,,6,0,,6,3,,20,0,249,5,
024400,COCA COLA 330ML LAMAIE SGR+ 0.50RON GARANTIE DOZA,,,0,0,,1,0,2,,,20,1,,0,0,,5,0,,4,0,32,1,
024401,COCA COLA 330ML LAMAIE VERDE SGR + 0.50 RON GARANTIE DOZA,,,10,2,,29,1,54,,,12,0,,7,2,,7,2,,5,1,124,8,
024402,COCA COLA 500ML SGR + 0.50 RON GARANTIE PET,,,21,10,,42,11,1151,,,34,29,,16,1,,16,6,,27,3,1307,60,
024403,COCA COLA 500ML LAMAIE SGR + 0.50 RON GARANTIE PET,,,14,0,,16,0,37,,,13,1,,12,0,,6,0,,9,2,107,3,
024404,COCA COLA 500ML LAMAIE VERDE SGR + 0.50 RON GARANTIE PET,,,11,3,,11,1,129,,,32,3,,15,0,,6,0,,11,1,215,8,
024405,SCHWEPPES 1L BITTER LEMON SGR+ 0.50 RON GARANTIE PET,,,6,0,,6,0,16,,,4,2,,6,0,,5,0,,4,2,47,4,
024406,COCA COLA 2L LAMAIE  SGR+ 0.50 RON GARANTIE PET,,,0,4,,0,1,6,,,0,0,,0,0,,0,0,,0,2,6,7,
024407,COCA COLA 2L LAMAIE VERDE SGR+ 0.50 RON GARANTIE PET,,,0,2,,0,0,4,,,0,2,,4,0,,0,4,,3,4,11,12,
024408,COCA COLA 2.5L ZERO SGR+ 0.50 RON GARANTIE PET,,,9,1,,8,0,36,,,16,4,,8,0,,0,0,,8,3,85,8,
024409,FANTA 2.5L MADNESS STRUGURI SGR+ 0.50 RON GARANTIE PET,,,9,1,,13,5,25,,,13,2,,7,4,,8,3,,10,8,85,23,
024411,PERLA HARGHITEI APA 1L PLATA SGR+0.50 RON GARANTIE PET,,,13,3,,46,1,0,,,6,4,,0,0,,3,1,,6,2,74,11,
024420,BERE TIMISOREANA DOZA 500ML SGR + 0.50 RON GARANTIE DOZA,,,66,24,,61,23,858,,,112,65,,28,14,,52,32,,34,8,1211,166,
024422,BUCOVINA APA FRUCTATA CU PIERSICA 0.5L SGR+0.50 RON GARANTIE PET,,,5,0,,18,2,23,,,21,0,,0,0,,5,0,,14,0,86,2,
024423,BUCOVINA APA FRUCTATA CU VISINA 0.5L SGR+0.50 RON GARANTIE PET,,,9,0,,10,0,36,,,6,3,,0,0,,22,0,,0,0,83,3,
024424,GIUSTO NATURA 2L PERE SGR+ 0.50 RON GARANTIE PET,,,4,0,,4,0,12,,,2,0,,1,1,,0,2,,1,1,24,4,
024425,GIUSTO NATURA 2L TROPICAL SGR +0.50 RON GARANTIE PET,,,3,1,,4,0,4,,,4,0,,0,0,,4,0,,2,1,21,2,
024426,GIUSTO NATURA 2L ANANAS SGR+ 0.50 RON GARANTIE PET,,,3,1,,3,0,16,,,4,0,,0,0,,1,1,,3,3,30,5,
024427,GIUSTO NATURA 2L VISINE SGR +0.50 RON GARANTIE PET,,,6,0,,5,0,20,,,4,0,,0,0,,5,1,,2,1,42,2,
024428,GIUSTO NATURA 500ML PORTOCALE SGR +0.50 RON GARANTIE PET,,,0,0,,0,0,18,,,0,0,,0,0,,0,0,,1,0,19,0,
024429,TYMBARK COOL 2L MAR VERDE SGR+0.50 RON GARANTIE PET,,,5,1,,5,2,0,,,7,5,,4,1,,3,2,,9,2,33,13,
024430,TIGER ENERGY DRINK 250ML SGR +0.50 RON GARANTIE DOZA,,,25,1,,37,25,71,,,34,2,,0,0,,0,0,,10,0,177,28,
024433,TEDI GO SUC 0.3L MORCOV-PORTOCALA-MAR SGR + 0.50 RON GARANTIE PET,,,8,1,,7,0,24,,,7,1,,0,0,,4,0,,6,2,56,4,
024434,TEDI GO SUC 0.3L MULTIVITAMINA CU MIERE  SGR + 0.50 RON GARANTIE PET,,,7,0,,6,0,30,,,12,0,,0,0,,0,0,,3,1,58,1,
024435,TEDI WATER 0.5L CAPSUNI SGR +0. 50 RON GARANTIE PET,,,2,0,,8,0,0,,,13,0,,0,0,,0,0,,10,0,33,0,
024438,DORNA IZVORUL ALB APA 1L PLATA SGR +0.50 RON GARANTIE PET,,,7,1,,17,1,264,,,51,4,,7,0,,5,0,,10,0,361,6,
024439,DEVIN APA MINERAL ALCALINA 2.5L SGR + 0.50 RON GARANTIE PET,,,6,0,,14,0,103,,,9,0,,4,0,,4,0,,5,0,145,0,
024440,DEVIN APA PLATA ALCALINA 2.5L SGR + 0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,4,0,,0,0,,0,0,4,0,
024441,DEVIN APA PLATA ALCALINA 0.75L SPORT SGR + 0.50 RON GARANTIE PET,,,1,0,,10,1,48,,,4,1,,0,0,,9,0,,15,0,87,2,
024442,BERE BIRRA MORETTI 0.33L STICLA SARE DE MARE SGR+0.50 RON GARANTIE STICLA,,,45,2,,17,1,0,,,17,3,,0,0,,15,2,,28,0,122,8,
024444,BERE STAROPRAMEN 330ML ST SGR+ 0.50 RON GARANTIE STICLA,,,9,0,,0,0,53,,,10,0,,0,0,,0,0,,0,0,72,0,
024445,BERE BERGENBIER 0.5L DZ FRESH LAMIE F.R ALCOOL SGR+0.50 RON GARANTIE DOZA,,,10,0,,5,0,1,,,0,3,,0,0,,4,0,,1,0,21,3,
024446,BERE BECK S 750ML ST SGR+ 0.50 RON GARANTIE STICLA,,,13,0,,11,0,8,,,8,0,,0,0,,6,0,,5,0,51,0,
024447,BERE BERGENBIER 0.75L SGR+ 0.50 RON GARANTIE STICLA,,,8,4,,11,1,0,,,12,0,,0,0,,4,0,,6,0,41,5,
024448,BERE STAROPRAMEN 0.75L ST SGR+ 0.50 RON GARANTIE STICLA,,,0,0,,11,1,2,,,11,1,,0,0,,8,0,,4,0,36,2,
024449,BUCOVINA APA FRUCTATA CU PIERSICA 1.5L SGR+ 0.50 RON GARANTIE PET,,,14,0,,11,0,42,,,3,3,,7,0,,10,0,,6,0,93,3,
024450,TYMBARK FIZZY 0.33L MERE PEPENE ROSU SGR+ 0.50 RON GARANTIE DOZA,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,-5,0,-5,0,
024451,TYMBARK MOUSSE CAPSUNI 120G,,,4,0,,3,2,0,,,3,0,,0,0,,5,0,,2,0,17,2,
024452,TYMBARK MOUSSE PORTOCALE 120G,,,9,0,,5,4,0,,,9,0,,0,0,,7,0,,3,0,33,4,
024453,TYMBARK MOUSSE MANGO 120G,,,3,0,,1,3,6,,,6,0,,0,0,,0,0,,0,2,16,5,
024454,TYMBARK LIMONADA LIME 0.4L SGR +0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,13,0,,0,0,13,0,
024455,TYMBARK LIMONADA ZMEURA 0.4L SGR +0.50 RON GARANTIE PET,,,4,2,,10,0,6,,,6,0,,0,0,,9,0,,4,0,39,2,
024466,BERE HEINEKEN 0.33L ST SGR+0.50 RON GARANTIE STICLA,,,92,14,,95,8,98,,,58,23,,40,3,,27,5,,21,10,431,63,
024471,FUZE TEA  500ML FRUCTE DE PADURE SGR+0.50 RON GARANTIE PET,,,9,7,,23,0,108,,,8,2,,3,1,,12,0,,9,1,172,11,
024472,FUZE TEA  500ML MANGO SI ANANAS SGR+0.50 RON GARANTIE PET,,,14,4,,18,1,6,,,8,3,,12,0,,7,0,,8,0,73,8,
024473,FUZE TEA  500ML LAMAIE& CITRONELA  SGR+0.50 RON GARANTIE PET,,,8,3,,11,0,169,,,12,1,,6,3,,8,0,,14,0,228,7,
024474,FUZE TEA 1.5L MANGO SI ANANAS SGR +0.50 RON GARANTIE PET,,,8,0,,15,3,12,,,5,0,,0,0,,8,1,,8,1,56,5,
024475,CAPPY TASTY LEMON 400ML SGR+0.50 RON GARANTIE PET,,,4,5,,12,0,7,,,10,1,,6,0,,8,0,,6,0,53,6,
024476,CAPPY LEMONADE 400ML ZERO LAMAIE&CAPSUNI SGR+0.50 RON GARANTIE PET,,,6,0,,18,0,30,,,11,0,,7,0,,11,0,,2,0,85,0,
024480,TYMBARK FIZZY 0.33L MERE MANGO PORTOCALE SGR+0.5 RON GARANTIE DOZA,,,10,1,,3,4,1,,,18,0,,0,0,,0,0,,16,0,48,5,
024481,BORSEC APA 0.5L MINERALA SGR+0.50 RON GARANTIE PET,,,47,6,,49,1,192,,,31,2,,6,3,,19,0,,15,5,359,17,
024483,BERE HOLSTEN 2.5L SGR+0.50 RON GARANTIE PET,,,12,0,,23,16,251,,,16,7,,19,17,,10,1,,8,7,339,48,
024486,FRUTTI FRESH 500ML TUTTI FRUTTI SGR+0.50 RON GARANTIE PET,,,11,1,,18,2,24,,,12,0,,0,0,,4,0,,12,0,81,3,
024487,FRUTTI FRESH 500ML PINK GRAPEFRUIT SGR+0.50 RON GARANTIE PET,,,6,1,,9,2,32,,,11,0,,0,0,,6,1,,9,2,73,6,
024489,FRUTTIA DELICIO 1.5L LIMONADA SGR+0.50 RON GARANTIE PET,,,7,3,,8,3,0,,,8,0,,0,0,,7,1,,4,1,34,8,
024494,BERE PERONI LIBERA 0.33L FA ST SGR+ 0.50 RON GARANTIE STICLA,,,0,0,,0,0,0,,,0,0,,0,0,,6,1,,1,0,7,1,
024495,PERONI NASTRO AZZURRO STILE CAPRI 0.33ML SGR+ 0.50 RON GARANTIE STICLA,,,0,0,,19,2,5,,,14,0,,0,0,,9,2,,0,0,47,4,
024496,BERE TIMISOREANA PET 2.5L SGR+0.50 RON GARANTIE PET,,,8,1,,0,1,0,,,6,2,,0,4,,0,0,,11,0,25,8,
